id,triple,sequence,neighbor,skip,double
17002,0,0,1,1,1
17005,0,0,0,1,1
17006,0,0,2,1,0
17010,0,0,1,1,1
17025,0,1,0,1,0
17026,0,1,0,1,0
17030,0,1,0,0,1
17050,0,1,0,1,0
17125,0,0,0,0,2
17126,0,0,0,0,2
17130,0,0,1,2,0
17150,0,1,0,1,0
17250,1,0,0,0,1
17500,1,0,0,0,0
17501,1,0,0,0,0
17502,1,0,0,0,1
17505,1,0,0,0,0
17506,1,0,1,0,0
17510,1,0,0,0,1
17525,1,0,0,0,0
17526,1,0,0,1,0
17530,1,0,1,0,0
17550,1,0,0,0,1
17625,1,0,0,0,0
17626,1,0,0,0,0
17630,1,0,0,1,0
17650,1,0,1,0,0
17750,1,0,0,0,1
18125,1,0,0,1,0
18126,1,0,0,1,0
18130,1,0,0,1,0
18150,1,0,0,1,0
18250,1,0,0,1,0
18750,0,0,1,0,0
18751,0,0,1,0,0
18752,0,0,1,0,1
18753,1,0,1,0,0
18754,1,0,1,0,0
18755,0,0,1,0,0
18756,0,0,2,0,0
18757,0,0,1,0,1
18758,1,0,1,0,0
18760,0,0,1,0,1
18761,0,0,1,0,1
18762,0,0,1,0,2
18765,1,0,1,0,0
18766,1,0,1,0,0
18770,1,0,1,0,0
18775,0,0,1,0,0
18776,0,0,1,1,0
18777,0,0,1,0,1
18778,1,0,1,0,0
18780,0,0,2,0,0
18781,0,1,1,0,0
18782,0,1,1,0,0
18785,0,0,1,0,1
18786,0,1,1,0,0
18790,1,0,1,0,0
18800,0,0,1,0,1
18801,0,0,1,0,1
18802,0,0,1,0,2
18805,0,0,1,0,1
18806,0,1,1,0,0
18810,0,0,1,0,2
18825,1,0,1,0,0
18826,1,0,1,0,0
18830,1,0,1,0,0
18850,1,0,1,0,0
18875,0,0,0,1,0
18876,0,0,0,1,0
18877,0,0,0,1,1
18878,1,0,0,1,0
18880,0,0,1,1,0
18881,0,0,1,1,0
18882,0,0,1,1,1
18885,0,0,0,1,1
18886,0,0,2,1,0
18890,1,0,0,1,0
18900,0,0,2,0,0
18901,0,0,0,2,0
18902,0,0,2,0,1
18905,0,1,1,0,0
18906,0,1,0,1,0
18910,0,1,1,0,0
18925,0,0,0,1,1
18926,0,0,2,1,0
18930,0,1,1,0,0
18950,1,0,0,1,0
19000,0,0,1,0,1
19001,0,0,1,0,1
19002,0,0,1,0,2
19005,0,0,1,0,1
19006,0,0,2,0,1
19010,0,0,1,0,2
19025,0,0,1,0,1
19026,0,0,1,1,1
19030,0,1,0,1,0
19050,0,0,1,0,2
19125,1,0,1,0,0
19126,1,0,1,0,0
19130,1,0,1,0,0
19150,1,0,1,0,0
19250,1,0,0,1,0
19375,0,1,0,0,0
19376,0,1,0,0,0
19377,0,1,0,0,1
19378,1,1,0,0,0
19380,0,1,0,0,0
19381,0,1,1,0,0
19382,0,1,0,0,1
19385,0,1,0,0,1
19386,0,1,0,0,1
19390,1,1,0,0,0
19400,0,1,0,0,0
19401,0,1,0,1,0
19402,0,1,0,0,1
19405,0,1,1,0,0
19406,0,2,0,0,0
19410,0,1,0,0,1
19425,0,1,0,0,1
19426,0,1,0,0,1
19430,0,1,0,0,1
19450,1,1,0,0,0
19500,0,1,0,0,0
19501,0,1,0,0,0
19502,0,1,0,0,1
19505,0,1,0,0,0
19506,0,1,1,0,0
19510,0,1,0,0,1
19525,0,1,1,0,0
19526,0,1,1,0,0
19530,0,2,0,0,0
19550,0,1,1,0,0
19625,0,1,0,0,0
19626,0,1,0,0,0
19630,0,1,0,1,0
19650,0,1,0,1,0
19750,1,1,0,0,0
20000,0,1,0,0,0
20001,0,1,0,0,0
20002,0,1,0,0,1
20005,0,1,0,0,0
20006,0,1,1,0,0
20010,0,1,0,0,1
20025,0,1,0,1,0
20026,0,1,0,1,0
20030,0,1,0,1,0
20050,0,1,0,0,1
20125,0,1,0,1,0
20126,0,1,0,1,0
20130,0,1,0,1,0
20150,0,2,0,0,0
20250,0,1,0,1,0
20625,1,0,1,0,0
20626,1,0,1,0,0
20630,1,0,1,0,0
20650,1,0,1,0,0
20750,1,0,0,1,0
21250,1,1,0,0,0
21875,0,0,0,0,1
21876,0,0,0,0,1
21877,0,0,0,0,2
21878,1,0,0,0,1
21880,0,0,0,0,1
21881,0,0,1,0,1
21882,0,0,0,0,2
21885,0,0,0,0,2
21886,0,0,0,0,2
21890,1,0,0,0,1
21900,0,0,0,0,1
21901,0,0,0,1,1
21902,0,0,0,0,2
21905,0,0,1,0,1
21906,0,1,0,0,1
21910,0,0,0,0,2
21925,0,0,0,0,2
21926,0,0,0,0,2
21930,0,0,0,0,2
21950,1,0,0,0,1
22000,0,0,1,1,0
22001,0,0,1,1,0
22002,0,0,1,1,1
22005,0,0,0,1,1
22006,0,0,2,1,0
22010,0,0,1,1,1
22025,0,0,1,0,1
22026,0,0,1,2,0
22030,0,1,0,0,1
22050,0,0,1,1,1
22125,0,0,0,0,2
22126,0,0,0,0,2
22130,0,0,1,2,0
22150,0,0,2,1,0
22250,1,0,0,0,1
22500,0,1,0,0,0
22501,0,1,0,0,0
22502,0,1,0,0,1
22505,0,1,0,0,0
22506,0,1,1,0,0
22510,0,1,0,0,1
22525,0,1,0,0,0
22526,0,1,0,1,0
22530,0,1,1,0,0
22550,0,1,0,0,1
22625,0,1,1,0,0
22626,0,1,1,0,0
22630,0,1,1,0,0
22650,0,1,0,0,1
22750,0,1,0,1,0
23125,0,1,1,0,0
23126,0,1,1,0,0
23130,0,1,1,0,0
23150,0,1,0,1,0
23250,0,2,0,0,0
23750,1,0,0,0,1
25000,1,0,0,0,0
25001,1,0,0,0,0
25002,1,0,0,0,1
25005,1,0,0,0,0
25006,1,0,1,0,0
25010,1,0,0,0,1
25025,1,0,0,0,0
25026,1,0,0,1,0
25030,1,0,1,0,0
25050,1,0,0,0,1
25125,1,0,0,0,0
25126,1,0,0,0,0
25130,1,0,0,1,0
25150,1,0,1,0,0
25250,1,0,0,0,1
25625,1,0,0,1,0
25626,1,0,0,1,0
25630,1,0,0,1,0
25650,1,0,0,1,0
25750,1,0,0,1,0
26250,1,0,0,0,1
28125,1,0,1,0,0
28126,1,0,1,0,0
28130,1,0,1,0,0
28150,1,0,1,0,0
28250,1,0,0,1,0
28750,1,1,0,0,0
31250,0,0,0,0,1
31251,0,0,0,0,1
31252,0,0,0,0,2
31253,1,0,0,0,1
31254,1,0,0,0,1
31255,0,0,0,0,1
31256,0,0,1,0,1
31257,0,0,0,0,2
31258,1,0,0,0,1
31260,0,0,0,0,2
31261,0,0,0,0,2
31262,0,0,0,0,3
31265,1,0,0,0,1
31266,1,0,0,0,1
31270,1,0,0,0,1
31275,0,0,0,0,1
31276,0,0,0,1,1
31277,0,0,0,0,2
31278,1,0,0,0,1
31280,0,0,1,0,1
31281,0,1,0,0,1
31282,0,1,0,0,1
31285,0,0,0,0,2
31286,0,1,0,0,1
31290,1,0,0,0,1
31300,0,0,0,0,2
31301,0,0,0,0,2
31302,0,0,0,0,3
31305,0,0,0,0,2
31306,0,1,0,0,1
31310,0,0,0,0,3
31325,1,0,0,0,1
31326,1,0,0,0,1
31330,1,0,0,0,1
31350,1,0,0,0,1
31375,0,0,0,0,1
31376,0,0,0,0,1
31377,0,0,0,0,2
31378,1,0,0,0,1
31380,0,0,0,1,1
31381,0,0,0,1,1
31382,0,0,0,1,2
31385,0,0,0,0,2
31386,0,0,1,1,1
31390,1,0,0,0,1
31400,0,0,1,0,1
31401,0,0,0,1,1
31402,0,0,1,0,2
31405,0,1,0,0,1
31406,0,1,0,0,1
31410,0,1,0,0,1
31425,0,0,0,0,2
31426,0,0,1,1,1
31430,0,1,0,0,1
31450,1,0,0,0,1
31500,0,0,0,0,2
31501,0,0,0,0,2
31502,0,0,0,0,3
31505,0,0,0,0,2
31506,0,0,1,0,2
31510,0,0,0,0,3
31525,0,0,0,0,2
31526,0,0,0,1,2
31530,0,1,0,0,1
31550,0,0,0,0,3
31625,1,0,0,0,1
31626,1,0,0,0,1
31630,1,0,0,0,1
31650,1,0,0,0,1
31750,1,0,0,0,1
31875,0,0,0,0,1
31876,0,0,0,0,1
31877,0,0,0,0,2
31878,1,0,0,0,1
31880,0,0,0,0,1
31881,0,0,1,0,1
31882,0,0,0,0,2
31885,0,0,0,0,2
31886,0,0,0,0,2
31890,1,0,0,0,1
31900,0,0,0,1,1
31901,0,0,0,1,1
31902,0,0,0,1,2
31905,0,0,0,1,1
31906,0,1,0,0,1
31910,0,0,0,1,2
31925,0,0,0,0,2
31926,0,0,0,2,1
31930,0,0,1,1,1
31950,1,0,0,0,1
32000,0,0,1,0,1
32001,0,0,1,0,1
32002,0,0,1,0,2
32005,0,0,0,1,1
32006,0,0,2,0,1
32010,0,0,1,0,2
32025,0,1,0,0,1
32026,0,1,0,0,1
32030,0,1,0,0,1
32050,0,1,0,0,1
32125,0,0,0,0,2
32126,0,0,0,0,2
32130,0,0,1,1,1
32150,0,1,0,0,1
32250,1,0,0,0,1
32500,0,0,0,0,2
32501,0,0,0,0,2
32502,0,0,0,0,3
32505,0,0,0,0,2
32506,0,0,1,0,2
32510,0,0,0,0,3
32525,0,0,0,0,2
32526,0,0,0,1,2
32530,0,0,1,0,2
32550,0,0,0,0,3
32625,0,0,0,0,2
32626,0,0,0,0,2
32630,0,0,0,1,2
32650,0,1,0,0,1
32750,0,0,0,0,3
33125,1,0,0,0,1
33126,1,0,0,0,1
33130,1,0,0,0,1
33150,1,0,0,0,1
33250,1,0,0,0,1
33750,1,0,0,0,1
34375,0,0,0,0,1
34376,0,0,0,0,1
34377,0,0,0,0,2
34378,1,0,0,0,1
34380,0,0,0,0,1
34381,0,0,1,0,1
34382,0,0,0,0,2
34385,0,0,0,0,2
34386,0,0,0,0,2
34390,1,0,0,0,1
34400,0,0,0,0,1
34401,0,0,0,1,1
34402,0,0,0,0,2
34405,0,0,1,0,1
34406,0,1,0,0,1
34410,0,0,0,0,2
34425,0,0,0,0,2
34426,0,0,0,0,2
34430,0,0,0,0,2
34450,1,0,0,0,1
34500,0,0,0,1,1
34501,0,0,0,1,1
34502,0,0,0,1,2
34505,0,0,0,1,1
34506,0,0,1,1,1
34510,0,0,0,1,2
34525,0,0,0,1,1
34526,0,0,0,2,1
34530,0,1,0,0,1
34550,0,0,0,1,2
34625,0,0,0,0,2
34626,0,0,0,0,2
34630,0,0,0,2,1
34650,0,0,1,1,1
34750,1,0,0,0,1
35000,0,1,0,0,0
35001,0,1,0,0,0
35002,0,1,0,0,1
35005,0,1,0,0,0
35006,0,1,1,0,0
35010,0,1,0,0,1
35025,0,1,0,0,0
35026,0,1,0,1,0
35030,0,1,1,0,0
35050,0,1,0,0,1
35125,0,1,0,0,1
35126,0,1,0,0,1
35130,0,1,0,0,1
35150,0,1,0,0,1
35250,0,1,0,0,1
35625,0,1,0,1,0
35626,0,1,0,1,0
35630,0,1,0,1,0
35650,0,1,0,1,0
35750,0,1,0,0,1
36250,1,0,0,0,1
37500,0,0,0,0,2
37501,0,0,0,0,2
37502,0,0,0,0,3
37505,0,0,0,0,2
37506,0,0,1,0,2
37510,0,0,0,0,3
37525,0,0,0,0,2
37526,0,0,0,1,2
37530,0,0,1,0,2
37550,0,0,0,0,3
37625,0,0,0,0,2
37626,0,0,0,0,2
37630,0,0,0,1,2
37650,0,0,1,0,2
37750,0,0,0,0,3
38125,0,1,1,0,0
38126,0,1,1,0,0
38130,0,1,1,0,0
38150,0,1,1,0,0
38250,0,1,0,0,1
38750,0,2,0,0,0
40625,1,0,0,0,1
40626,1,0,0,0,1
40630,1,0,0,0,1
40650,1,0,0,0,1
40750,1,0,0,0,1
41250,1,0,0,0,1
43750,1,0,0,0,1
46875,1,0,0,0,0
46876,1,0,0,0,0
46877,1,0,0,0,1
46878,2,0,0,0,0
46880,1,0,0,0,0
46881,1,0,1,0,0
46882,1,0,0,0,1
46885,1,0,0,0,1
46886,1,0,0,0,1
46890,2,0,0,0,0
46900,1,0,0,0,0
46901,1,0,0,1,0
46902,1,0,0,0,1
46905,1,0,1,0,0
46906,1,1,0,0,0
46910,1,0,0,0,1
46925,1,0,0,0,1
46926,1,0,0,0,1
46930,1,0,0,0,1
46950,2,0,0,0,0
47000,1,0,0,0,0
47001,1,0,0,0,0
47002,1,0,0,0,1
47005,1,0,0,1,0
47006,1,0,0,1,0
47010,1,0,0,0,1
47025,1,0,1,0,0
47026,1,0,0,1,0
47030,1,1,0,0,0
47050,1,0,0,0,1
47125,1,0,0,0,1
47126,1,0,0,0,1
47130,1,0,0,0,1
47150,1,0,0,0,1
47250,2,0,0,0,0
47500,1,0,0,0,0
47501,1,0,0,0,0
47502,1,0,0,0,1
47505,1,0,0,0,0
47506,1,0,1,0,0
47510,1,0,0,0,1
47525,1,0,0,1,0
47526,1,0,0,1,0
47530,1,0,0,1,0
47550,1,0,0,0,1
47625,1,0,1,0,0
47626,1,0,1,0,0
47630,1,0,0,1,0
47650,1,1,0,0,0
47750,1,0,0,0,1
48125,1,0,0,0,1
48126,1,0,0,0,1
48130,1,0,0,0,1
48150,1,0,0,0,1
48250,1,0,0,0,1
48750,2,0,0,0,0
50000,1,0,0,0,0
50001,1,0,0,0,0
50002,1,0,0,0,1
50005,1,0,0,0,0
50006,1,0,1,0,0
50010,1,0,0,0,1
50025,1,0,0,0,0
50026,1,0,0,1,0
50030,1,0,1,0,0
50050,1,0,0,0,1
50125,1,0,0,1,0
50126,1,0,0,1,0
50130,1,0,0,1,0
50150,1,0,0,1,0
50250,1,0,0,0,1
50625,1,0,1,0,0
50626,1,0,1,0,0
50630,1,0,1,0,0
50650,1,0,0,1,0
50750,1,1,0,0,0
51250,1,0,0,0,1
53125,1,0,0,0,1
53126,1,0,0,0,1
53130,1,0,0,0,1
53150,1,0,0,0,1
53250,1,0,0,0,1
53750,1,0,0,0,1
56250,2,0,0,0,0
62500,1,0,0,0,0
62501,1,0,0,0,0
62502,1,0,0,0,1
62505,1,0,0,0,0
62506,1,0,1,0,0
62510,1,0,0,0,1
62525,1,0,0,0,0
62526,1,0,0,1,0
62530,1,0,1,0,0
62550,1,0,0,0,1
62625,1,0,0,0,0
62626,1,0,0,0,0
62630,1,0,0,1,0
62650,1,0,1,0,0
62750,1,0,0,0,1
63125,1,0,0,1,0
63126,1,0,0,1,0
63130,1,0,0,1,0
63150,1,0,0,1,0
63250,1,0,0,1,0
63750,1,0,0,0,1
65625,1,0,1,0,0
65626,1,0,1,0,0
65630,1,0,1,0,0
65650,1,0,1,0,0
65750,1,0,0,1,0
66250,1,1,0,0,0
68750,1,0,0,0,1
78125,0,0,0,0,0
78126,0,0,0,0,0
78127,0,0,0,0,1
78128,1,0,0,0,0
78129,1,0,0,0,0
78130,0,0,0,0,0
78131,0,0,1,0,0
78132,0,0,0,0,1
78133,1,0,0,0,0
78134,1,0,1,0,0
78135,0,0,0,0,1
78136,0,0,0,0,1
78137,0,0,0,0,2
78138,1,0,0,0,1
78140,1,0,0,0,0
78141,1,0,0,0,0
78142,1,0,0,0,1
78145,1,0,0,0,0
78146,1,0,1,0,0
78150,0,0,0,0,0
78151,0,0,0,1,0
78152,0,0,0,0,1
78153,1,0,0,0,0
78154,1,0,0,1,0
78155,0,0,1,0,0
78156,0,1,0,0,0
78157,0,1,0,0,0
78158,1,0,1,0,0
78160,0,0,0,0,1
78161,0,1,0,0,0
78162,0,1,1,0,0
78165,1,0,0,0,0
78166,1,0,0,1,0
78170,1,0,1,0,0
78175,0,0,0,0,1
78176,0,0,0,0,1
78177,0,0,0,0,2
78178,1,0,0,0,1
78180,0,0,0,0,1
78181,0,1,0,0,0
78182,0,1,0,1,0
78185,0,0,0,0,2
78186,0,1,1,0,0
78190,1,0,0,0,1
78200,1,0,0,0,0
78201,1,0,0,0,0
78202,1,0,0,0,1
78205,1,0,0,0,0
78206,1,0,1,0,0
78210,1,0,0,0,1
78225,1,0,0,0,0
78226,1,0,0,1,0
78230,1,0,1,0,0
78250,0,0,0,0,0
78251,0,0,0,0,0
78252,0,0,0,0,1
78253,1,0,0,0,0
78254,1,0,0,0,0
78255,0,0,0,1,0
78256,0,0,0,1,0
78257,0,0,0,1,1
78258,1,0,0,1,0
78260,0,0,0,0,1
78261,0,0,1,1,0
78262,0,0,0,0,2
78265,1,0,0,0,0
78266,1,0,0,0,0
78270,1,0,0,1,0
78275,0,0,1,0,0
78276,0,0,0,1,0
78277,0,0,1,0,1
78278,1,0,1,0,0
78280,0,1,0,0,0
78281,0,1,0,0,0
78282,0,1,0,0,0
78285,0,1,0,0,0
78286,0,1,0,1,0
78290,1,0,1,0,0
78300,0,0,0,0,1
78301,0,0,1,1,0
78302,0,0,0,0,2
78305,0,1,0,0,0
78306,0,1,1,0,0
78310,0,1,1,0,0
78325,1,0,0,0,0
78326,1,0,0,0,0
78330,1,0,0,1,0
78350,1,0,1,0,0
78375,0,0,0,0,1
78376,0,0,0,0,1
78377,0,0,0,0,2
78378,1,0,0,0,1
78380,0,0,0,0,1
78381,0,0,1,0,1
78382,0,0,0,0,2
78385,0,0,0,0,2
78386,0,0,0,0,2
78390,1,0,0,0,1
78400,0,0,0,0,1
78401,0,0,0,1,1
78402,0,0,0,0,2
78405,0,1,0,0,0
78406,0,1,0,0,1
78410,0,1,0,1,0
78425,0,0,0,0,2
78426,0,0,0,0,2
78430,0,1,1,0,0
78450,1,0,0,0,1
78500,1,0,0,0,0
78501,1,0,0,0,0
78502,1,0,0,0,1
78505,1,0,0,0,0
78506,1,0,1,0,0
78510,1,0,0,0,1
78525,1,0,0,0,0
78526,1,0,0,1,0
78530,1,0,1,0,0
78550,1,0,0,0,1
78625,1,0,0,0,0
78626,1,0,0,0,0
78630,1,0,0,1,0
78650,1,0,1,0,0
78750,0,0,0,0,0
78751,0,0,0,0,0
78752,0,0,0,0,1
78753,1,0,0,0,0
78754,1,0,0,0,0
78755,0,0,0,0,0
78756,0,0,1,0,0
78757,0,0,0,0,1
78758,1,0,0,0,0
78760,0,0,0,0,1
78761,0,0,0,0,1
78762,0,0,0,0,2
78765,1,0,0,0,0
78766,1,0,0,0,0
78770,1,0,0,0,0
78775,0,0,0,1,0
78776,0,0,0,1,0
78777,0,0,0,1,1
78778,1,0,0,1,0
78780,0,0,0,1,0
78781,0,1,0,0,0
78782,0,1,0,0,0
78785,0,0,0,1,1
78786,0,1,0,0,0
78790,1,0,0,1,0
78800,0,0,0,0,1
78801,0,0,0,2,0
78802,0,0,0,0,2
78805,0,0,1,1,0
78806,0,1,0,1,0
78810,0,0,0,0,2
78825,1,0,0,0,0
78826,1,0,0,0,0
78830,1,0,0,0,0
78850,1,0,0,1,0
78875,0,0,1,0,0
78876,0,0,1,0,0
78877,0,0,1,0,1
78878,1,0,1,0,0
78880,0,0,0,1,0
78881,0,0,2,0,0
78882,0,0,0,1,1
78885,0,0,1,0,1
78886,0,0,1,0,1
78890,1,0,1,0,0
78900,0,1,0,0,0
78901,0,1,0,0,0
78902,0,1,0,0,1
78905,0,1,0,0,0
78906,0,1,1,0,0
78910,0,1,0,0,0
78925,0,1,0,0,0
78926,0,1,0,1,0
78930,0,1,0,1,0
78950,1,0,1,0,0
79000,0,0,0,0,1
79001,0,0,0,0,1
79002,0,0,0,0,2
79005,0,0,1,1,0
79006,0,0,1,0,1
79010,0,0,0,0,2
79025,0,1,0,0,0
79026,0,1,0,0,0
79030,0,1,1,0,0
79050,0,1,1,0,0
79125,1,0,0,0,0
79126,1,0,0,0,0
79130,1,0,0,0,0
79150,1,0,0,1,0
79250,1,0,1,0,0
79375,0,0,0,0,1
79376,0,0,0,0,1
79377,0,0,0,0,2
79378,1,0,0,0,1
79380,0,0,0,0,1
79381,0,0,1,0,1
79382,0,0,0,0,2
79385,0,0,0,0,2
79386,0,0,0,0,2
79390,1,0,0,0,1
79400,0,0,0,0,1
79401,0,0,0,1,1
79402,0,0,0,0,2
79405,0,0,1,0,1
79406,0,1,0,0,1
79410,0,0,0,0,2
79425,0,0,0,0,2
79426,0,0,0,0,2
79430,0,0,0,0,2
79450,1,0,0,0,1
79500,0,0,0,0,1
79501,0,0,0,0,1
79502,0,0,0,0,2
79505,0,0,0,1,1
79506,0,0,0,1,1
79510,0,0,0,0,2
79525,0,1,0,0,0
79526,0,1,0,0,0
79530,0,1,0,0,1
79550,0,1,0,1,0
79625,0,0,0,0,2
79626,0,0,0,0,2
79630,0,0,0,0,2
79650,0,1,1,0,0
79750,1,0,0,0,1
80000,1,0,0,0,0
80001,1,0,0,0,0
80002,1,0,0,0,1
80005,1,0,0,0,0
80006,1,0,1,0,0
80010,1,0,0,0,1
80025,1,0,0,0,0
80026,1,0,0,1,0
80030,1,0,1,0,0
80050,1,0,0,0,1
80125,1,0,0,0,0
80126,1,0,0,0,0
80130,1,0,0,1,0
80150,1,0,1,0,0
80250,1,0,0,0,1
80625,1,0,0,0,0
80626,1,0,0,0,0
80630,1,0,0,0,0
80650,1,0,0,1,0
80750,1,0,1,0,0
81250,0,0,0,1,0
81251,0,0,0,1,0
81252,0,0,0,1,1
81253,1,0,0,1,0
81254,1,0,0,1,0
81255,0,0,0,1,0
81256,0,0,1,1,0
81257,0,0,0,1,1
81258,1,0,0,1,0
81260,0,0,0,1,1
81261,0,0,0,1,1
81262,0,0,0,1,2
81265,1,0,0,1,0
81266,1,0,0,1,0
81270,1,0,0,1,0
81275,0,0,0,1,0
81276,0,0,0,2,0
81277,0,0,0,1,1
81278,1,0,0,1,0
81280,0,0,1,1,0
81281,0,1,0,1,0
81282,0,1,0,1,0
81285,0,0,0,1,1
81286,0,1,0,1,0
81290,1,0,0,1,0
81300,0,0,0,1,1
81301,0,0,0,1,1
81302,0,0,0,1,2
81305,0,0,0,1,1
81306,0,1,0,1,0
81310,0,0,0,1,2
81325,1,0,0,1,0
81326,1,0,0,1,0
81330,1,0,0,1,0
81350,1,0,0,1,0
81375,0,0,0,1,0
81376,0,0,0,1,0
81377,0,0,0,1,1
81378,1,0,0,1,0
81380,0,0,0,2,0
81381,0,0,0,2,0
81382,0,0,0,2,1
81385,0,0,0,1,1
81386,0,0,1,2,0
81390,1,0,0,1,0
81400,0,0,1,1,0
81401,0,0,0,2,0
81402,0,0,1,1,1
81405,0,1,0,1,0
81406,0,1,0,1,0
81410,0,1,0,1,0
81425,0,0,0,1,1
81426,0,0,1,2,0
81430,0,1,0,1,0
81450,1,0,0,1,0
81500,0,0,0,1,1
81501,0,0,0,1,1
81502,0,0,0,1,2
81505,0,0,0,1,1
81506,0,0,1,1,1
81510,0,0,0,1,2
81525,0,0,0,1,1
81526,0,0,0,2,1
81530,0,1,0,1,0
81550,0,0,0,1,2
81625,1,0,0,1,0
81626,1,0,0,1,0
81630,1,0,0,1,0
81650,1,0,0,1,0
81750,1,0,0,1,0
81875,0,0,0,1,0
81876,0,0,0,1,0
81877,0,0,0,1,1
81878,1,0,0,1,0
81880,0,0,0,1,0
81881,0,0,1,1,0
81882,0,0,0,1,1
81885,0,0,0,1,1
81886,0,0,0,1,1
81890,1,0,0,1,0
81900,0,0,0,2,0
81901,0,0,0,2,0
81902,0,0,0,2,1
81905,0,0,0,2,0
81906,0,1,0,1,0
81910,0,0,0,2,1
81925,0,0,0,1,1
81926,0,0,0,3,0
81930,0,0,1,2,0
81950,1,0,0,1,0
82000,0,1,0,0,0
82001,0,1,0,0,0
82002,0,1,0,0,1
82005,0,1,0,0,0
82006,0,1,1,0,0
82010,0,1,0,0,1
82025,0,1,0,1,0
82026,0,1,0,1,0
82030,0,1,0,1,0
82050,0,1,0,1,0
82125,0,1,0,0,0
82126,0,1,0,0,0
82130,0,1,0,1,0
82150,0,1,0,1,0
82250,1,0,0,1,0
82500,0,0,0,1,1
82501,0,0,0,1,1
82502,0,0,0,1,2
82505,0,0,0,1,1
82506,0,0,1,1,1
82510,0,0,0,1,2
82525,0,0,0,1,1
82526,0,0,0,2,1
82530,0,0,1,1,1
82550,0,0,0,1,2
82625,0,1,0,0,0
82626,0,1,0,0,0
82630,0,1,0,0,0
82650,0,1,0,1,0
82750,0,1,1,0,0
83125,1,0,0,1,0
83126,1,0,0,1,0
83130,1,0,0,1,0
83150,1,0,0,1,0
83250,1,0,0,1,0
83750,1,0,0,1,0
84375,0,0,0,0,1
84376,0,0,0,0,1
84377,0,0,0,0,2
84378,1,0,0,0,1
84380,0,0,0,0,1
84381,0,0,1,0,1
84382,0,0,0,0,2
84385,0,0,0,0,2
84386,0,0,0,0,2
84390,1,0,0,0,1
84400,0,0,0,0,1
84401,0,0,0,1,1
84402,0,0,0,0,2
84405,0,0,1,0,1
84406,0,1,0,0,1
84410,0,0,0,0,2
84425,0,0,0,0,2
84426,0,0,0,0,2
84430,0,0,0,0,2
84450,1,0,0,0,1
84500,0,0,0,2,0
84501,0,0,0,2,0
84502,0,0,0,2,1
84505,0,0,0,1,1
84506,0,0,1,2,0
84510,0,0,0,2,1
84525,0,0,1,0,1
84526,0,0,0,3,0
84530,0,1,0,0,1
84550,0,0,0,2,1
84625,0,0,0,0,2
84626,0,0,0,0,2
84630,0,0,0,3,0
84650,0,0,1,2,0
84750,1,0,0,0,1
85000,0,0,1,1,0
85001,0,0,1,1,0
85002,0,0,1,1,1
85005,0,0,1,1,0
85006,0,0,2,1,0
85010,0,0,1,1,1
85025,0,0,0,1,1
85026,0,0,1,2,0
85030,0,0,2,1,0
85050,0,0,1,1,1
85125,0,1,0,1,0
85126,0,1,0,1,0
85130,0,1,0,1,0
85150,0,1,0,0,1
85250,0,1,0,1,0
85625,0,0,0,0,2
85626,0,0,0,0,2
85630,0,0,0,0,2
85650,0,0,1,2,0
85750,0,1,0,1,0
86250,1,0,0,0,1
87500,1,0,0,0,0
87501,1,0,0,0,0
87502,1,0,0,0,1
87505,1,0,0,0,0
87506,1,0,1,0,0
87510,1,0,0,0,1
87525,1,0,0,0,0
87526,1,0,0,1,0
87530,1,0,1,0,0
87550,1,0,0,0,1
87625,1,0,0,0,0
87626,1,0,0,0,0
87630,1,0,0,1,0
87650,1,0,1,0,0
87750,1,0,0,0,1
88125,1,0,0,0,0
88126,1,0,0,0,0
88130,1,0,0,0,0
88150,1,0,0,1,0
88250,1,0,1,0,0
88750,1,0,0,0,1
90625,1,0,0,1,0
90626,1,0,0,1,0
90630,1,0,0,1,0
90650,1,0,0,1,0
90750,1,0,0,1,0
91250,1,0,0,1,0
93750,0,0,1,0,0
93751,0,0,1,0,0
93752,0,0,1,0,1
93753,1,0,1,0,0
93754,1,0,1,0,0
93755,0,0,1,0,0
93756,0,0,2,0,0
93757,0,0,1,0,1
93758,1,0,1,0,0
93760,0,0,1,0,1
93761,0,0,1,0,1
93762,0,0,1,0,2
93765,1,0,1,0,0
93766,1,0,1,0,0
93770,1,0,1,0,0
93775,0,0,1,0,0
93776,0,0,1,1,0
93777,0,0,1,0,1
93778,1,0,1,0,0
93780,0,0,2,0,0
93781,0,1,1,0,0
93782,0,1,1,0,0
93785,0,0,1,0,1
93786,0,1,1,0,0
93790,1,0,1,0,0
93800,0,0,1,0,1
93801,0,0,1,0,1
93802,0,0,1,0,2
93805,0,0,1,0,1
93806,0,1,1,0,0
93810,0,0,1,0,2
93825,1,0,1,0,0
93826,1,0,1,0,0
93830,1,0,1,0,0
93850,1,0,1,0,0
93875,0,0,1,0,0
93876,0,0,1,0,0
93877,0,0,1,0,1
93878,1,0,1,0,0
93880,0,0,1,1,0
93881,0,0,1,1,0
93882,0,0,1,1,1
93885,0,0,1,0,1
93886,0,0,2,1,0
93890,1,0,1,0,0
93900,0,0,2,0,0
93901,0,0,1,1,0
93902,0,0,2,0,1
93905,0,1,1,0,0
93906,0,1,1,0,0
93910,0,1,1,0,0
93925,0,0,1,0,1
93926,0,0,2,1,0
93930,0,1,1,0,0
93950,1,0,1,0,0
